9.548611450195312500e+01,9.444444274902343750e+01,9.340277862548828125e+01,9.791666412353515625e+01,9.618055725097656250e+01
9.791666412353515625e+01,9.895833587646484375e+01,9.965277862548828125e+01,9.965277862548828125e+01,9.895833587646484375e+01
9.930555725097656250e+01,9.965277862548828125e+01,9.965277862548828125e+01,9.930555725097656250e+01,1.000000000000000000e+02
8.680555725097656250e+01,8.888888549804687500e+01,8.506944274902343750e+01,8.784722137451171875e+01,8.784722137451171875e+01
9.895833587646484375e+01,9.861111450195312500e+01,9.895833587646484375e+01,9.826388549804687500e+01,9.826388549804687500e+01
9.305555725097656250e+01,9.479166412353515625e+01,9.687500000000000000e+01,9.340277862548828125e+01,9.791666412353515625e+01
9.722222137451171875e+01,9.756944274902343750e+01,9.756944274902343750e+01,9.756944274902343750e+01,9.756944274902343750e+01
9.965277862548828125e+01,9.722222137451171875e+01,9.895833587646484375e+01,9.930555725097656250e+01,9.826388549804687500e+01
9.340277862548828125e+01,9.548611450195312500e+01,9.270833587646484375e+01,9.444444274902343750e+01,9.201388549804687500e+01
9.618055725097656250e+01,9.618055725097656250e+01,9.722222137451171875e+01,9.583333587646484375e+01,9.687500000000000000e+01
8.437500000000000000e+01,8.229166412353515625e+01,8.715277862548828125e+01,8.576388549804687500e+01,8.715277862548828125e+01
9.201388549804687500e+01,9.062500000000000000e+01,9.340277862548828125e+01,9.479166412353515625e+01,9.166666412353515625e+01
9.895833587646484375e+01,9.722222137451171875e+01,9.791666412353515625e+01,9.756944274902343750e+01,9.895833587646484375e+01
9.895833587646484375e+01,9.826388549804687500e+01,9.965277862548828125e+01,9.791666412353515625e+01,9.756944274902343750e+01
9.895833587646484375e+01,9.861111450195312500e+01,9.791666412353515625e+01,9.791666412353515625e+01,9.965277862548828125e+01
1.000000000000000000e+02,9.965277862548828125e+01,9.930555725097656250e+01,1.000000000000000000e+02,1.000000000000000000e+02
